,business_date,store,the_chat_id,hour,business_date_2,Legend
2340,2022-06-01,INDEPENDENCE 36445,1085,18,2022-04-29,Cumulative Live Stores
2341,2022-06-02,INDEPENDENCE 36445,1064,18,2022-04-29,Cumulative Live Stores
2342,2022-06-03,INDEPENDENCE 36445,1090,17,2022-04-29,Cumulative Live Stores
2343,2022-06-04,INDEPENDENCE 36445,1058,19,2022-04-29,Cumulative Live Stores
2344,2022-06-05,INDEPENDENCE 36445,849,18,2022-04-29,Cumulative Live Stores
2345,2022-06-06,INDEPENDENCE 36445,1019,18,2022-04-29,Cumulative Live Stores
2346,2022-06-07,INDEPENDENCE 36445,1103,19,2022-04-29,Cumulative Live Stores
2347,2022-06-08,INDEPENDENCE 36445,359,8,2022-04-29,Cumulative Live Stores
2348,2022-06-09,INDEPENDENCE 36445,628,15,2022-04-29,Cumulative Live Stores
2349,2022-06-10,INDEPENDENCE 36445,1113,20,2022-04-29,Cumulative Live Stores
2350,2022-06-11,INDEPENDENCE 36445,979,18,2022-04-29,Cumulative Live Stores
2351,2022-06-12,INDEPENDENCE 36445,836,18,2022-04-29,Cumulative Live Stores
2352,2022-06-13,INDEPENDENCE 36445,1019,19,2022-04-29,Cumulative Live Stores
2353,2022-06-14,INDEPENDENCE 36445,536,9,2022-04-29,Cumulative Live Stores
2354,2022-06-15,INDEPENDENCE 36445,1069,19,2022-04-29,Cumulative Live Stores
2355,2022-06-16,INDEPENDENCE 36445,1046,18,2022-04-29,Cumulative Live Stores
2356,2022-06-17,INDEPENDENCE 36445,828,14,2022-04-29,Cumulative Live Stores
2357,2022-06-18,INDEPENDENCE 36445,952,19,2022-04-29,Cumulative Live Stores
2358,2022-06-19,INDEPENDENCE 36445,858,19,2022-04-29,Cumulative Live Stores
2359,2022-06-20,INDEPENDENCE 36445,46,2,2022-04-29,Cumulative Live Stores
2360,2022-06-21,INDEPENDENCE 36445,1000,19,2022-04-29,Cumulative Live Stores
2361,2022-06-22,INDEPENDENCE 36445,1015,19,2022-04-29,Cumulative Live Stores
2362,2022-06-23,INDEPENDENCE 36445,979,19,2022-04-29,Cumulative Live Stores
2363,2022-06-24,INDEPENDENCE 36445,1107,19,2022-04-29,Cumulative Live Stores
2364,2022-06-25,INDEPENDENCE 36445,969,19,2022-04-29,Cumulative Live Stores
2365,2022-06-26,INDEPENDENCE 36445,711,15,2022-04-29,Cumulative Live Stores
2366,2022-06-27,INDEPENDENCE 36445,107,3,2022-04-29,Cumulative Live Stores
2367,2022-06-28,INDEPENDENCE 36445,801,15,2022-04-29,Cumulative Live Stores
2466,2022-05-10,INDEPENDENCE 3706,681,14,2022-05-10,Cumulative Live Stores
2467,2022-05-11,INDEPENDENCE 3706,840,15,2022-05-10,Cumulative Live Stores
2468,2022-05-12,INDEPENDENCE 3706,381,8,2022-05-10,Cumulative Live Stores
2469,2022-05-13,INDEPENDENCE 3706,562,11,2022-05-10,Cumulative Live Stores
2470,2022-05-14,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2471,2022-05-15,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2472,2022-05-16,INDEPENDENCE 3706,901,17,2022-05-10,Cumulative Live Stores
2473,2022-05-17,INDEPENDENCE 3706,779,15,2022-05-10,Cumulative Live Stores
2474,2022-05-18,INDEPENDENCE 3706,830,16,2022-05-10,Cumulative Live Stores
2475,2022-05-19,INDEPENDENCE 3706,802,16,2022-05-10,Cumulative Live Stores
2476,2022-05-20,INDEPENDENCE 3706,889,16,2022-05-10,Cumulative Live Stores
2477,2022-05-21,INDEPENDENCE 3706,759,15,2022-05-10,Cumulative Live Stores
2478,2022-05-22,INDEPENDENCE 3706,175,4,2022-05-10,Cumulative Live Stores
2479,2022-05-23,INDEPENDENCE 3706,317,5,2022-05-10,Cumulative Live Stores
2480,2022-05-24,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2481,2022-05-25,INDEPENDENCE 3706,57,2,2022-05-10,Cumulative Live Stores
2482,2022-05-26,INDEPENDENCE 3706,528,13,2022-05-10,Cumulative Live Stores
2483,2022-05-27,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2484,2022-05-28,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2485,2022-05-29,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2486,2022-05-30,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2487,2022-05-31,INDEPENDENCE 3706,681,16,2022-05-10,Cumulative Live Stores
2488,2022-06-01,INDEPENDENCE 3706,595,15,2022-05-10,Cumulative Live Stores
2489,2022-06-02,INDEPENDENCE 3706,870,16,2022-05-10,Cumulative Live Stores
2490,2022-06-03,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2491,2022-06-04,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2492,2022-06-05,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2493,2022-06-06,INDEPENDENCE 3706,3,1,2022-05-10,Cumulative Live Stores
2494,2022-06-07,INDEPENDENCE 3706,725,14,2022-05-10,Cumulative Live Stores
2495,2022-06-08,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2496,2022-06-09,INDEPENDENCE 3706,627,12,2022-05-10,Cumulative Live Stores
2497,2022-06-10,INDEPENDENCE 3706,798,16,2022-05-10,Cumulative Live Stores
2498,2022-06-11,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2499,2022-06-12,INDEPENDENCE 3706,234,4,2022-05-10,Cumulative Live Stores
2500,2022-06-13,INDEPENDENCE 3706,547,13,2022-05-10,Cumulative Live Stores
2501,2022-06-14,INDEPENDENCE 3706,511,10,2022-05-10,Cumulative Live Stores
2502,2022-06-15,INDEPENDENCE 3706,201,5,2022-05-10,Cumulative Live Stores
2503,2022-06-16,INDEPENDENCE 3706,407,8,2022-05-10,Cumulative Live Stores
2504,2022-06-17,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2505,2022-06-18,INDEPENDENCE 3706,217,4,2022-05-10,Cumulative Live Stores
2506,2022-06-19,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2507,2022-06-20,INDEPENDENCE 3706,541,11,2022-05-10,Cumulative Live Stores
2508,2022-06-21,INDEPENDENCE 3706,629,12,2022-05-10,Cumulative Live Stores
2509,2022-06-22,INDEPENDENCE 3706,334,7,2022-05-10,Cumulative Live Stores
2510,2022-06-23,INDEPENDENCE 3706,621,12,2022-05-10,Cumulative Live Stores
2511,2022-06-24,INDEPENDENCE 3706,2,1,2022-05-10,Cumulative Live Stores
2512,2022-06-25,INDEPENDENCE 3706,501,8,2022-05-10,Cumulative Live Stores
2513,2022-06-26,INDEPENDENCE 3706,4,1,2022-05-10,Cumulative Live Stores
2514,2022-06-27,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2515,2022-06-28,INDEPENDENCE 3706,0,0,2022-05-10,Cumulative Live Stores
2615,2022-05-11,INDEPENDENCE 438,1001,17,2022-05-11,Cumulative Live Stores
2616,2022-05-12,INDEPENDENCE 438,870,16,2022-05-11,Cumulative Live Stores
2617,2022-05-13,INDEPENDENCE 438,1230,20,2022-05-11,Cumulative Live Stores
2618,2022-05-14,INDEPENDENCE 438,1097,20,2022-05-11,Cumulative Live Stores
2619,2022-05-15,INDEPENDENCE 438,939,19,2022-05-11,Cumulative Live Stores
2620,2022-05-16,INDEPENDENCE 438,1062,19,2022-05-11,Cumulative Live Stores
2621,2022-05-17,INDEPENDENCE 438,1110,19,2022-05-11,Cumulative Live Stores
2622,2022-05-18,INDEPENDENCE 438,1101,19,2022-05-11,Cumulative Live Stores
2623,2022-05-19,INDEPENDENCE 438,1098,19,2022-05-11,Cumulative Live Stores
2624,2022-05-20,INDEPENDENCE 438,316,7,2022-05-11,Cumulative Live Stores
2625,2022-05-21,INDEPENDENCE 438,999,20,2022-05-11,Cumulative Live Stores
2626,2022-05-22,INDEPENDENCE 438,838,18,2022-05-11,Cumulative Live Stores
2627,2022-05-23,INDEPENDENCE 438,1046,19,2022-05-11,Cumulative Live Stores
2628,2022-05-24,INDEPENDENCE 438,982,20,2022-05-11,Cumulative Live Stores
2629,2022-05-25,INDEPENDENCE 438,959,18,2022-05-11,Cumulative Live Stores
2630,2022-05-26,INDEPENDENCE 438,1099,20,2022-05-11,Cumulative Live Stores
2631,2022-05-27,INDEPENDENCE 438,1218,20,2022-05-11,Cumulative Live Stores
2632,2022-05-28,INDEPENDENCE 438,1009,20,2022-05-11,Cumulative Live Stores
2633,2022-05-29,INDEPENDENCE 438,947,20,2022-05-11,Cumulative Live Stores
2634,2022-05-30,INDEPENDENCE 438,891,21,2022-05-11,Cumulative Live Stores
2635,2022-05-31,INDEPENDENCE 438,1027,19,2022-05-11,Cumulative Live Stores
2636,2022-06-01,INDEPENDENCE 438,1104,20,2022-05-11,Cumulative Live Stores
2637,2022-06-02,INDEPENDENCE 438,1062,19,2022-05-11,Cumulative Live Stores
2638,2022-06-03,INDEPENDENCE 438,953,17,2022-05-11,Cumulative Live Stores
2639,2022-06-04,INDEPENDENCE 438,478,8,2022-05-11,Cumulative Live Stores
2640,2022-06-05,INDEPENDENCE 438,22,2,2022-05-11,Cumulative Live Stores
2641,2022-06-06,INDEPENDENCE 438,315,6,2022-05-11,Cumulative Live Stores
2642,2022-06-07,INDEPENDENCE 438,696,13,2022-05-11,Cumulative Live Stores
2643,2022-06-08,INDEPENDENCE 438,769,14,2022-05-11,Cumulative Live Stores
2644,2022-06-09,INDEPENDENCE 438,1096,20,2022-05-11,Cumulative Live Stores
2645,2022-06-10,INDEPENDENCE 438,839,14,2022-05-11,Cumulative Live Stores
2646,2022-06-11,INDEPENDENCE 438,999,19,2022-05-11,Cumulative Live Stores
2647,2022-06-12,INDEPENDENCE 438,158,4,2022-05-11,Cumulative Live Stores
2648,2022-06-13,INDEPENDENCE 438,3,1,2022-05-11,Cumulative Live Stores
2649,2022-06-14,INDEPENDENCE 438,13,1,2022-05-11,Cumulative Live Stores
2650,2022-06-15,INDEPENDENCE 438,0,0,2022-05-11,Cumulative Live Stores
2651,2022-06-16,INDEPENDENCE 438,4,2,2022-05-11,Cumulative Live Stores
2652,2022-06-17,INDEPENDENCE 438,0,0,2022-05-11,Cumulative Live Stores
2653,2022-06-18,INDEPENDENCE 438,256,5,2022-05-11,Cumulative Live Stores
2654,2022-06-19,INDEPENDENCE 438,873,19,2022-05-11,Cumulative Live Stores
2655,2022-06-20,INDEPENDENCE 438,976,20,2022-05-11,Cumulative Live Stores
2656,2022-06-21,INDEPENDENCE 438,833,15,2022-05-11,Cumulative Live Stores
2657,2022-06-22,INDEPENDENCE 438,1034,20,2022-05-11,Cumulative Live Stores
2658,2022-06-23,INDEPENDENCE 438,968,17,2022-05-11,Cumulative Live Stores
2659,2022-06-24,INDEPENDENCE 438,822,14,2022-05-11,Cumulative Live Stores
2660,2022-06-25,INDEPENDENCE 438,889,18,2022-05-11,Cumulative Live Stores
2661,2022-06-26,INDEPENDENCE 438,801,16,2022-05-11,Cumulative Live Stores
2662,2022-06-27,INDEPENDENCE 438,1025,19,2022-05-11,Cumulative Live Stores
2663,2022-06-28,INDEPENDENCE 438,926,18,2022-05-11,Cumulative Live Stores
2743,2022-04-21,KANSAS CITY 11390,757,16,2022-04-21,Cumulative Live Stores
2744,2022-04-22,KANSAS CITY 11390,1191,23,2022-04-21,Cumulative Live Stores
2745,2022-04-23,KANSAS CITY 11390,1000,24,2022-04-21,Cumulative Live Stores
2746,2022-04-24,KANSAS CITY 11390,833,21,2022-04-21,Cumulative Live Stores
2747,2022-04-25,KANSAS CITY 11390,1027,20,2022-04-21,Cumulative Live Stores
2748,2022-04-26,KANSAS CITY 11390,1006,20,2022-04-21,Cumulative Live Stores
2749,2022-04-27,KANSAS CITY 11390,1003,20,2022-04-21,Cumulative Live Stores
2750,2022-04-28,KANSAS CITY 11390,1055,23,2022-04-21,Cumulative Live Stores
2751,2022-04-29,KANSAS CITY 11390,1196,24,2022-04-21,Cumulative Live Stores
2752,2022-04-30,KANSAS CITY 11390,961,24,2022-04-21,Cumulative Live Stores
2753,2022-05-01,KANSAS CITY 11390,817,21,2022-04-21,Cumulative Live Stores
2754,2022-05-02,KANSAS CITY 11390,995,20,2022-04-21,Cumulative Live Stores
2755,2022-05-03,KANSAS CITY 11390,922,20,2022-04-21,Cumulative Live Stores
2756,2022-05-04,KANSAS CITY 11390,1063,21,2022-04-21,Cumulative Live Stores
2757,2022-05-05,KANSAS CITY 11390,1072,23,2022-04-21,Cumulative Live Stores
2758,2022-05-06,KANSAS CITY 11390,947,24,2022-04-21,Cumulative Live Stores
2759,2022-05-07,KANSAS CITY 11390,1053,24,2022-04-21,Cumulative Live Stores
2760,2022-05-08,KANSAS CITY 11390,834,21,2022-04-21,Cumulative Live Stores
2761,2022-05-09,KANSAS CITY 11390,1048,20,2022-04-21,Cumulative Live Stores
2762,2022-05-10,KANSAS CITY 11390,997,21,2022-04-21,Cumulative Live Stores
2763,2022-05-11,KANSAS CITY 11390,1064,20,2022-04-21,Cumulative Live Stores
2764,2022-05-12,KANSAS CITY 11390,1127,23,2022-04-21,Cumulative Live Stores
2765,2022-05-13,KANSAS CITY 11390,1189,24,2022-04-21,Cumulative Live Stores
2766,2022-05-14,KANSAS CITY 11390,1015,24,2022-04-21,Cumulative Live Stores
2767,2022-05-15,KANSAS CITY 11390,857,21,2022-04-21,Cumulative Live Stores
2768,2022-05-16,KANSAS CITY 11390,980,20,2022-04-21,Cumulative Live Stores
2769,2022-05-17,KANSAS CITY 11390,1039,21,2022-04-21,Cumulative Live Stores
2770,2022-05-18,KANSAS CITY 11390,1201,20,2022-04-21,Cumulative Live Stores
2771,2022-05-19,KANSAS CITY 11390,1208,23,2022-04-21,Cumulative Live Stores
2772,2022-05-20,KANSAS CITY 11390,1230,24,2022-04-21,Cumulative Live Stores
2773,2022-05-21,KANSAS CITY 11390,1110,24,2022-04-21,Cumulative Live Stores
2774,2022-05-22,KANSAS CITY 11390,877,21,2022-04-21,Cumulative Live Stores
2775,2022-05-23,KANSAS CITY 11390,1078,20,2022-04-21,Cumulative Live Stores
2776,2022-05-24,KANSAS CITY 11390,1073,20,2022-04-21,Cumulative Live Stores
2777,2022-05-25,KANSAS CITY 11390,1083,19,2022-04-21,Cumulative Live Stores
2778,2022-05-26,KANSAS CITY 11390,453,20,2022-04-21,Cumulative Live Stores
2779,2022-05-27,KANSAS CITY 11390,642,24,2022-04-21,Cumulative Live Stores
2780,2022-05-28,KANSAS CITY 11390,522,24,2022-04-21,Cumulative Live Stores
2781,2022-05-29,KANSAS CITY 11390,483,21,2022-04-21,Cumulative Live Stores
2782,2022-05-30,KANSAS CITY 11390,442,20,2022-04-21,Cumulative Live Stores
2783,2022-05-31,KANSAS CITY 11390,474,20,2022-04-21,Cumulative Live Stores
2784,2022-06-01,KANSAS CITY 11390,558,20,2022-04-21,Cumulative Live Stores
2785,2022-06-02,KANSAS CITY 11390,755,23,2022-04-21,Cumulative Live Stores
2786,2022-06-03,KANSAS CITY 11390,1151,21,2022-04-21,Cumulative Live Stores
2787,2022-06-04,KANSAS CITY 11390,1060,23,2022-04-21,Cumulative Live Stores
2788,2022-06-05,KANSAS CITY 11390,918,21,2022-04-21,Cumulative Live Stores
2789,2022-06-06,KANSAS CITY 11390,1071,20,2022-04-21,Cumulative Live Stores
2790,2022-06-07,KANSAS CITY 11390,1107,20,2022-04-21,Cumulative Live Stores
2791,2022-06-08,KANSAS CITY 11390,1211,21,2022-04-21,Cumulative Live Stores
2792,2022-06-09,KANSAS CITY 11390,1142,24,2022-04-21,Cumulative Live Stores
2793,2022-06-10,KANSAS CITY 11390,1102,24,2022-04-21,Cumulative Live Stores
2794,2022-06-11,KANSAS CITY 11390,982,24,2022-04-21,Cumulative Live Stores
2795,2022-06-12,KANSAS CITY 11390,922,21,2022-04-21,Cumulative Live Stores
2796,2022-06-13,KANSAS CITY 11390,959,20,2022-04-21,Cumulative Live Stores
2797,2022-06-14,KANSAS CITY 11390,1036,20,2022-04-21,Cumulative Live Stores
2798,2022-06-15,KANSAS CITY 11390,1145,21,2022-04-21,Cumulative Live Stores
2799,2022-06-16,KANSAS CITY 11390,1116,23,2022-04-21,Cumulative Live Stores
2800,2022-06-17,KANSAS CITY 11390,1188,24,2022-04-21,Cumulative Live Stores
2801,2022-06-18,KANSAS CITY 11390,1065,24,2022-04-21,Cumulative Live Stores
2802,2022-06-19,KANSAS CITY 11390,846,21,2022-04-21,Cumulative Live Stores
2803,2022-06-20,KANSAS CITY 11390,988,20,2022-04-21,Cumulative Live Stores
2804,2022-06-21,KANSAS CITY 11390,1060,20,2022-04-21,Cumulative Live Stores
2805,2022-06-22,KANSAS CITY 11390,1115,20,2022-04-21,Cumulative Live Stores
2806,2022-06-23,KANSAS CITY 11390,1167,23,2022-04-21,Cumulative Live Stores
2807,2022-06-24,KANSAS CITY 11390,1223,24,2022-04-21,Cumulative Live Stores
2808,2022-06-25,KANSAS CITY 11390,1032,24,2022-04-21,Cumulative Live Stores
2809,2022-06-26,KANSAS CITY 11390,882,21,2022-04-21,Cumulative Live Stores
2810,2022-06-27,KANSAS CITY 11390,1015,20,2022-04-21,Cumulative Live Stores
2811,2022-06-28,KANSAS CITY 11390,943,20,2022-04-21,Cumulative Live Stores
2884,2022-04-14,KANSAS CITY 11623,1007,24,2022-04-14,Cumulative Live Stores
2885,2022-04-15,KANSAS CITY 11623,917,20,2022-04-14,Cumulative Live Stores
2886,2022-04-16,KANSAS CITY 11623,777,16,2022-04-14,Cumulative Live Stores
2887,2022-04-17,KANSAS CITY 11623,471,17,2022-04-14,Cumulative Live Stores
2888,2022-04-18,KANSAS CITY 11623,922,24,2022-04-14,Cumulative Live Stores
2889,2022-04-19,KANSAS CITY 11623,991,24,2022-04-14,Cumulative Live Stores
2890,2022-04-20,KANSAS CITY 11623,931,24,2022-04-14,Cumulative Live Stores
2891,2022-04-21,KANSAS CITY 11623,1018,24,2022-04-14,Cumulative Live Stores
2892,2022-04-22,KANSAS CITY 11623,1052,21,2022-04-14,Cumulative Live Stores
2893,2022-04-23,KANSAS CITY 11623,900,18,2022-04-14,Cumulative Live Stores
2894,2022-04-24,KANSAS CITY 11623,676,22,2022-04-14,Cumulative Live Stores
2895,2022-04-25,KANSAS CITY 11623,981,24,2022-04-14,Cumulative Live Stores
2896,2022-04-26,KANSAS CITY 11623,994,24,2022-04-14,Cumulative Live Stores
2897,2022-04-27,KANSAS CITY 11623,937,24,2022-04-14,Cumulative Live Stores
2898,2022-04-28,KANSAS CITY 11623,966,24,2022-04-14,Cumulative Live Stores
2899,2022-04-29,KANSAS CITY 11623,1071,22,2022-04-14,Cumulative Live Stores
2900,2022-04-30,KANSAS CITY 11623,841,17,2022-04-14,Cumulative Live Stores
2901,2022-05-01,KANSAS CITY 11623,4,1,2022-04-14,Cumulative Live Stores
2902,2022-05-02,KANSAS CITY 11623,879,21,2022-04-14,Cumulative Live Stores
2903,2022-05-03,KANSAS CITY 11623,755,20,2022-04-14,Cumulative Live Stores
2904,2022-05-04,KANSAS CITY 11623,825,23,2022-04-14,Cumulative Live Stores
2905,2022-05-05,KANSAS CITY 11623,1058,24,2022-04-14,Cumulative Live Stores
2906,2022-05-06,KANSAS CITY 11623,862,23,2022-04-14,Cumulative Live Stores
2907,2022-05-07,KANSAS CITY 11623,814,16,2022-04-14,Cumulative Live Stores
2908,2022-05-08,KANSAS CITY 11623,324,9,2022-04-14,Cumulative Live Stores
2909,2022-05-09,KANSAS CITY 11623,791,18,2022-04-14,Cumulative Live Stores
2910,2022-05-10,KANSAS CITY 11623,813,16,2022-04-14,Cumulative Live Stores
2911,2022-05-11,KANSAS CITY 11623,528,11,2022-04-14,Cumulative Live Stores
2912,2022-05-12,KANSAS CITY 11623,869,17,2022-04-14,Cumulative Live Stores
2913,2022-05-13,KANSAS CITY 11623,1061,22,2022-04-14,Cumulative Live Stores
2914,2022-05-14,KANSAS CITY 11623,904,19,2022-04-14,Cumulative Live Stores
2915,2022-05-15,KANSAS CITY 11623,711,21,2022-04-14,Cumulative Live Stores
2916,2022-05-16,KANSAS CITY 11623,986,24,2022-04-14,Cumulative Live Stores
2917,2022-05-17,KANSAS CITY 11623,897,20,2022-04-14,Cumulative Live Stores
2918,2022-05-18,KANSAS CITY 11623,757,16,2022-04-14,Cumulative Live Stores
2919,2022-05-19,KANSAS CITY 11623,903,18,2022-04-14,Cumulative Live Stores
2920,2022-05-20,KANSAS CITY 11623,938,21,2022-04-14,Cumulative Live Stores
2921,2022-05-21,KANSAS CITY 11623,852,21,2022-04-14,Cumulative Live Stores
2922,2022-05-22,KANSAS CITY 11623,734,20,2022-04-14,Cumulative Live Stores
2923,2022-05-23,KANSAS CITY 11623,921,21,2022-04-14,Cumulative Live Stores
2924,2022-05-24,KANSAS CITY 11623,876,24,2022-04-14,Cumulative Live Stores
2925,2022-05-25,KANSAS CITY 11623,805,18,2022-04-14,Cumulative Live Stores
2926,2022-05-26,KANSAS CITY 11623,852,18,2022-04-14,Cumulative Live Stores
2927,2022-05-27,KANSAS CITY 11623,956,23,2022-04-14,Cumulative Live Stores
2928,2022-05-28,KANSAS CITY 11623,612,20,2022-04-14,Cumulative Live Stores
2929,2022-05-29,KANSAS CITY 11623,691,18,2022-04-14,Cumulative Live Stores
2930,2022-05-30,KANSAS CITY 11623,798,22,2022-04-14,Cumulative Live Stores
2931,2022-05-31,KANSAS CITY 11623,798,18,2022-04-14,Cumulative Live Stores
2932,2022-06-01,KANSAS CITY 11623,940,21,2022-04-14,Cumulative Live Stores
2933,2022-06-02,KANSAS CITY 11623,1056,24,2022-04-14,Cumulative Live Stores
2934,2022-06-03,KANSAS CITY 11623,1040,24,2022-04-14,Cumulative Live Stores
2935,2022-06-04,KANSAS CITY 11623,919,24,2022-04-14,Cumulative Live Stores
2936,2022-06-05,KANSAS CITY 11623,820,23,2022-04-14,Cumulative Live Stores
2937,2022-06-06,KANSAS CITY 11623,761,20,2022-04-14,Cumulative Live Stores
2938,2022-06-07,KANSAS CITY 11623,873,24,2022-04-14,Cumulative Live Stores
2939,2022-06-08,KANSAS CITY 11623,1048,24,2022-04-14,Cumulative Live Stores
2940,2022-06-09,KANSAS CITY 11623,904,23,2022-04-14,Cumulative Live Stores
2941,2022-06-10,KANSAS CITY 11623,970,24,2022-04-14,Cumulative Live Stores
2942,2022-06-11,KANSAS CITY 11623,809,19,2022-04-14,Cumulative Live Stores
2943,2022-06-12,KANSAS CITY 11623,631,16,2022-04-14,Cumulative Live Stores
2944,2022-06-13,KANSAS CITY 11623,544,12,2022-04-14,Cumulative Live Stores
2945,2022-06-14,KANSAS CITY 11623,958,21,2022-04-14,Cumulative Live Stores
2946,2022-06-15,KANSAS CITY 11623,1022,24,2022-04-14,Cumulative Live Stores
2947,2022-06-16,KANSAS CITY 11623,1036,24,2022-04-14,Cumulative Live Stores
2948,2022-06-17,KANSAS CITY 11623,1127,24,2022-04-14,Cumulative Live Stores
2949,2022-06-18,KANSAS CITY 11623,951,24,2022-04-14,Cumulative Live Stores
2950,2022-06-19,KANSAS CITY 11623,916,23,2022-04-14,Cumulative Live Stores
2951,2022-06-20,KANSAS CITY 11623,1015,24,2022-04-14,Cumulative Live Stores
2952,2022-06-21,KANSAS CITY 11623,1003,24,2022-04-14,Cumulative Live Stores
2953,2022-06-22,KANSAS CITY 11623,1112,24,2022-04-14,Cumulative Live Stores
2954,2022-06-23,KANSAS CITY 11623,1011,24,2022-04-14,Cumulative Live Stores
2955,2022-06-24,KANSAS CITY 11623,1115,23,2022-04-14,Cumulative Live Stores
2956,2022-06-25,KANSAS CITY 11623,816,23,2022-04-14,Cumulative Live Stores
2957,2022-06-26,KANSAS CITY 11623,619,19,2022-04-14,Cumulative Live Stores
2958,2022-06-27,KANSAS CITY 11623,829,18,2022-04-14,Cumulative Live Stores
2959,2022-06-28,KANSAS CITY 11623,871,21,2022-04-14,Cumulative Live Stores
3046,2022-04-28,KANSAS CITY 15948,851,20,2022-04-28,Cumulative Live Stores
3047,2022-04-29,KANSAS CITY 15948,947,24,2022-04-28,Cumulative Live Stores
3048,2022-04-30,KANSAS CITY 15948,469,23,2022-04-28,Cumulative Live Stores
3049,2022-05-01,KANSAS CITY 15948,586,22,2022-04-28,Cumulative Live Stores
3050,2022-05-02,KANSAS CITY 15948,907,23,2022-04-28,Cumulative Live Stores
3051,2022-05-03,KANSAS CITY 15948,926,24,2022-04-28,Cumulative Live Stores
3052,2022-05-04,KANSAS CITY 15948,1051,24,2022-04-28,Cumulative Live Stores
3053,2022-05-05,KANSAS CITY 15948,969,22,2022-04-28,Cumulative Live Stores
3054,2022-05-06,KANSAS CITY 15948,713,23,2022-04-28,Cumulative Live Stores
3055,2022-05-07,KANSAS CITY 15948,558,22,2022-04-28,Cumulative Live Stores
3056,2022-05-08,KANSAS CITY 15948,633,21,2022-04-28,Cumulative Live Stores
3057,2022-05-09,KANSAS CITY 15948,831,18,2022-04-28,Cumulative Live Stores
3058,2022-05-10,KANSAS CITY 15948,1039,23,2022-04-28,Cumulative Live Stores
3059,2022-05-11,KANSAS CITY 15948,966,22,2022-04-28,Cumulative Live Stores
3060,2022-05-12,KANSAS CITY 15948,938,24,2022-04-28,Cumulative Live Stores
3061,2022-05-13,KANSAS CITY 15948,999,20,2022-04-28,Cumulative Live Stores
3062,2022-05-14,KANSAS CITY 15948,562,21,2022-04-28,Cumulative Live Stores
3063,2022-05-15,KANSAS CITY 15948,519,23,2022-04-28,Cumulative Live Stores
3064,2022-05-16,KANSAS CITY 15948,787,20,2022-04-28,Cumulative Live Stores
3065,2022-05-17,KANSAS CITY 15948,993,23,2022-04-28,Cumulative Live Stores
3066,2022-05-18,KANSAS CITY 15948,958,24,2022-04-28,Cumulative Live Stores
3067,2022-05-19,KANSAS CITY 15948,897,21,2022-04-28,Cumulative Live Stores
3068,2022-05-20,KANSAS CITY 15948,1013,22,2022-04-28,Cumulative Live Stores
3069,2022-05-21,KANSAS CITY 15948,483,23,2022-04-28,Cumulative Live Stores
3070,2022-05-22,KANSAS CITY 15948,496,19,2022-04-28,Cumulative Live Stores
3071,2022-05-23,KANSAS CITY 15948,921,22,2022-04-28,Cumulative Live Stores
3072,2022-05-24,KANSAS CITY 15948,967,24,2022-04-28,Cumulative Live Stores
3073,2022-05-25,KANSAS CITY 15948,960,22,2022-04-28,Cumulative Live Stores
3074,2022-05-26,KANSAS CITY 15948,895,24,2022-04-28,Cumulative Live Stores
3075,2022-05-27,KANSAS CITY 15948,901,23,2022-04-28,Cumulative Live Stores
3076,2022-05-28,KANSAS CITY 15948,607,23,2022-04-28,Cumulative Live Stores
3077,2022-05-29,KANSAS CITY 15948,349,16,2022-04-28,Cumulative Live Stores
3078,2022-05-30,KANSAS CITY 15948,630,23,2022-04-28,Cumulative Live Stores
3079,2022-05-31,KANSAS CITY 15948,878,23,2022-04-28,Cumulative Live Stores
3080,2022-06-01,KANSAS CITY 15948,568,19,2022-04-28,Cumulative Live Stores
3081,2022-06-02,KANSAS CITY 15948,907,23,2022-04-28,Cumulative Live Stores
3082,2022-06-03,KANSAS CITY 15948,979,23,2022-04-28,Cumulative Live Stores
3083,2022-06-04,KANSAS CITY 15948,665,22,2022-04-28,Cumulative Live Stores
3084,2022-06-05,KANSAS CITY 15948,438,20,2022-04-28,Cumulative Live Stores
3085,2022-06-06,KANSAS CITY 15948,764,21,2022-04-28,Cumulative Live Stores
3086,2022-06-07,KANSAS CITY 15948,799,21,2022-04-28,Cumulative Live Stores
